nct_id	disease	type	txt
NCT02455141	bc	exclusion	Metastatic breast cancer;
NCT02455141	bc	exclusion	With a history of malignant tumor except uterine cervix cancer in situ or skin basal cell carcinoma;
NCT02455141	bc	exclusion	Patients with medical conditions that indicate intolerant to adjuvant therapy and related treatment, including uncontrolled pulmonary disease, diabetes mellitus, severe infection, active peptic ulcer, coagulation disorder, connective tissue disease or myelo-suppressive disease;
NCT02455141	bc	exclusion	Prior systemic of breast cancer, including chemotherapy;
NCT02455141	bc	exclusion	History of congestive heart failure, uncontrolled or symptomatic angina pectoris, arrhythmia or myocardial infarction; poorly controlled hypertension (systolic BP>180 mmHg or diastolic BP>100 mmHg);
NCT02455141	bc	exclusion	Has peripheral neuropathy no less than grade 1;
NCT02455141	bc	exclusion	Patient is pregnant or breast feeding;
NCT02455141	bc	exclusion	Patients with psychiatric disorder or other diseases leading to incompliance to the therapy;
NCT02455141	bc	exclusion	Known severe hypersensitivity to any drugs in this study;
NCT02455141	bc	exclusion	Treatment with any investigational drugs within 30 days before the beginning of study treatment.
NCT02455141	bc	exclusion	Has active hepatitis B or hepatitis C with abnormal liver function tests (LFTs) or is known to be HIV positive;
NCT02455141	bc	exclusion	Contraindication for using dexamethasone;
NCT02456857	bc	exclusion	Prior cumulative dose of doxorubicin of greater than 360 mg/m^2 or epirubicin of greater than 640 mg/m^2
NCT02456857	bc	inclusion	Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1
NCT02456857	bc	inclusion	Confirmed invasive triple-negative breast cancer defined as estrogen receptor (ER) < 10%; progesterone receptor (PR) < 10% by immunohistochemistry (IHC) and human epidermal growth factor receptor 2 (HER2) 0-1+ (by IHC), or 2+ (fluorescence in situ hybridization [FISH] < 2, gene copy number < 4)
NCT02456857	bc	inclusion	Primary tumor sample collected before NACT started and
NCT02456857	bc	inclusion	Undergone molecular testing for integral biomarkers including immunohistochemical staining for vimentin
NCT02456857	bc	inclusion	Received at least one dose of an anthracycline-based NACT; patients are eligible if therapy was discontinued due to disease progression or therapy intolerance
NCT02456857	bc	inclusion	At least 1.0 cm of measurable residual disease after neoadjuvant anthracycline-based chemotherapy
NCT02456857	bc	inclusion	Baseline multi-gated acquisition (MUGA) scan or echocardiogram showing left ventricular ejection fraction (LVEF) >= 50% at least 6 weeks prior to initiation of NACT
NCT02456857	bc	inclusion	Absolute neutrophil count (ANC) >= 1.5 x 10^9/L
NCT02456857	bc	inclusion	Platelets >= 100 x 10^9/L
NCT02456857	bc	inclusion	Hemoglobin (Hb) > 9 g/dL
NCT02456857	bc	inclusion	Total serum bilirubin =< 2.0 mg/dL
NCT02456857	bc	inclusion	Alanine aminotransferase (ALT) and aspartate aminotransferase (AST) =< 2.5 x upper limit of normal (ULN) (=< 5 x ULN in patients with liver metastases)
NCT02456857	bc	inclusion	International normalized ratio (INR) =< 2
NCT02456857	bc	inclusion	Serum creatinine =< 1.5 x ULN
NCT02456857	bc	inclusion	Fasting serum cholesterol =< 300 mg/dL OR =< 7.75 mmol/L, AND fasting triglycerides =< 2.5 x ULN; NOTE: In case one or both of these thresholds are exceeded, the patient can only be included after initiation of appropriate lipid lowering medication
NCT02456857	bc	inclusion	Signed informed consent obtained prior to any screening procedures
NCT02456857	bc	exclusion	Pregnant or lactating woman
NCT02456857	bc	exclusion	Presence of metastatic disease
NCT02456857	bc	exclusion	Prior therapy with bevacizumab, liposomal doxorubicin, or everolimus
NCT02456857	bc	exclusion	Prior radiation therapy of the primary breast carcinoma or axillary lymph nodes
NCT02456857	bc	exclusion	Patients who have a history of another primary malignancy, with the exceptions of: non-melanoma skin cancer, and carcinoma in situ of the cervix, uterus, or breast from which the patient has been disease free for =< 3 years
NCT02456857	bc	exclusion	Male patients whose sexual partner(s) are WOCBP who are not willing to use adequate contraception, during the study and for 8 weeks after the end of treatment
NCT02456857	bc	exclusion	Any serious medical illness, other than treated by this study, which would limit survival to less than 1 month or psychiatric illness which would limit informed consent
NCT02456857	bc	exclusion	Patients with history of serious cardiac events defined as: New York Heart Association class 3 or 4 heart failure, history of myocardial infarction, unstable angina, or cardiovascular accident (CVA) within 6 months of protocol registration; history of PR prolongation or atrioventricular (AV) block
NCT02456857	bc	exclusion	Known intolerance or hypersensitivity to rapamycin analogs (e.g. sirolimus, temsirolimus)
NCT02456857	bc	exclusion	Known impairment of gastrointestinal (GI) function or GI disease that may significantly alter the absorption of oral everolimus
NCT02456857	bc	exclusion	Uncontrolled diabetes mellitus as defined by hemoglobin A1c (HbA1c) > 8% despite adequate therapy; patients with a known history of impaired fasting glucose or diabetes mellitus (DM) may be included, however blood glucose and antidiabetic treatment must be monitored closely throughout the trial and adjusted as necessary
NCT02456857	bc	exclusion	Patients who have any severe and/or uncontrolled medical conditions such as: a. serious uncontrolled cardiac arrhythmia, or any other clinically significant cardiac disease b. active (acute or chronic) or uncontrolled severe infection, liver disease such as cirrhosis, decompensated liver disease, and active and chronic hepatitis (i.e. quantifiable hepatitis B virus [HBV]-deoxyribonucleic acid [DNA] and/or positive surface antigen of the hepatitis B virus [HBsAg], quantifiable hepatitis C virus [HCV]-ribonucleic acid [RNA]), c. known severely impaired lung function (spirometry and Diffusing capacity of the lungs for carbon monoxide [DLCO] 50% or less of normal and oxygen (O2) saturation 88% or less at rest on room air), d. active, bleeding diathesis; e. Moderate or severe hepatic impairment (Child-Pugh B or C)
NCT02456857	bc	exclusion	Chronic treatment with corticosteroids or other immunosuppressive agents; topical or inhaled corticosteroids are allowed
NCT02456857	bc	exclusion	Known history of human immunodeficiency virus (HIV) seropositivity
NCT02456857	bc	exclusion	Patients who have received live attenuated vaccines within 1 week of start of everolimus and during the study; patient should also avoid close contact with others who have received live attenuated vaccines; examples of live attenuated vaccines include intranasal influenza, measles, mumps, rubella, oral polio, bacillus Calmette-Guerin (BCG), yellow fever, varicella and TY21a typhoid vaccines
NCT02456857	bc	exclusion	Patients with a history of non-compliance to medical regimens or who are considered potentially unreliable or will not be able to complete the entire study
NCT02456857	bc	exclusion	Patients who are currently part of or have participated in any clinical investigation with an investigational drug within 1 month prior to dosing
NCT02456857	bc	exclusion	Women of child-bearing potential (WOCBP), defined as all women physiologically capable of becoming pregnant, must use highly effective methods of contraception during the study and 8 weeks after; highly effective contraception methods include combination of any two of those listed in the protocol
NCT02467413	alz	inclusion	A patient is eligible for the study if all of the following apply: 1. With either gender aged at least 40 years old 2. With a diagnosis of one of the following disease i. Vascular dementia according to the NINDS-AIREN International Workshop criteria or ii. Alzheimer's disease according to the NIAAA criteria iii. "Mixed" dementia (possible Alzheimer's disease with cerebrovascular disease) according to the NIAAA criteria Note: 1. NINDS-AIREN: National Institute of Neurological Disorders and Stroke and Association Internationale pour la Recherche et l'Enseignement en Neurosciences 2. NIAAA: National Institute on Aging-Alzheimer's Association 3. With mild-to-moderate dementia (score of the Mini-Mental State Examination (MMSE) defined as between 10 to 24) 4. Able to read, write, communicate, and understand cognitive testing instructions 5. Having a responsible caregiver who spends adequate time daily with the patient; the caregiver will accompany the patient to all clinic visits during the study and supervise all study dosing requirements and concomitant medications 6. Signed, by patients and the responsible caregiver, the written informed consent form
NCT02467413	alz	exclusion	1. With large-artery stroke (thrombotic stroke) 2. With radiological evidence of other brain disorders (subdural hematoma, post-traumatic / post-surgery) 3. With dementia caused by other brain diseases except Alzheimer's disease and vascular dementia (e.g. Parkinson's disease, demyelinated disease of the central nervous system, tumor, hydrocephalus, head injury, central nervous system infection including syphilis, acquired immune deficiency syndrome, etc.) 4. With clinical evidence of pulmonary, hepatic, gastrointestinal, metabolic, endocrine or other life threatening diseases judged by investigators not suitable to enter the study 5. With clinically unstable hypertension, diabetes mellitus, and cardiac disease for the last 3 months 6. With history of stroke and hospitalized for stroke in the previous 3 months 7. With history of alcohol or drug abuse 8. With one of the following abnormal laboratory parameters: hemoglobin < 10 mg/dL or platelet < 100*109/L; creatinine or total bilirubin more than 1.5 times the upper limit value; alanine aminotransferase (ALT), aspartate aminotransferase (AST), alkaline phosphates (ALP), or γ-glutamyl transferase (γ-GT) more than 2 times the upper limit of normal 9. With depression, not well-controlled with medications. 10. With any uncontrolled illness judged by the investigator that entering the trial may be detrimental to the patient 11. With known or suspected hypersensitivity to any ingredients of study product and vehicle 12. Pregnant or lactating or premenopausal with childbearing potential but not taking reliable contraceptive method(s) during the study period 13. Enrollment in any investigational drug trial within 4 weeks before entering this study
NCT02477800	alz	inclusion	Must consent to apolipoprotein E (ApoE) genotyping
NCT02477800	alz	inclusion	If using drugs to treat symptoms related to AD, doses must be stable for at least 8 weeks prior to screening visit 1
NCT02477800	alz	inclusion	Must have a reliable informant or caregiver Key
NCT02477800	alz	exclusion	Any medical or neurological condition (other than Alzheimer's Disease) that might be a contributing cause of the subject's cognitive impairment
NCT02477800	alz	exclusion	Have had a stroke or Transient Ischemic Attack (TIA) or unexplained loss of consciousness in the past 1 year
NCT02477800	alz	exclusion	Clinically significant unstable psychiatric illness in past 6 months
NCT02477800	alz	exclusion	Relevant brain hemorrhage, bleeding disorder and cerebrovascular abnormalities
NCT02477800	alz	exclusion	Any contraindications to brain magnetic resonance imaging (MRI) or PET scans
NCT02477800	alz	exclusion	Alcohol or substance abuse in past 1 year
NCT02477800	alz	exclusion	Taking blood thinners (except for aspirin at a prophylactic dose or less) NOTE: Other protocol defined Inclusion/Exclusion criteria may apply
NCT02477800	alz	inclusion	Must have a positive amyloid Positron Emission Tomography (PET) scan
NCT02477800	alz	exclusion	History of unstable angina, myocardial infarction, advanced chronic heart failure, or clinically significant conduction abnormalities within 1 year prior to Screening
NCT02477800	alz	exclusion	Indication of impaired renal or liver function
NCT02477800	alz	exclusion	Have human immunodeficiency virus (HIV) infection
NCT02477800	alz	exclusion	Have a significant systematic illness or infection in past 30 days
NCT02477800	alz	inclusion	Must meet all of the following clinical criteria for MCI due to AD or mild AD and must have:
NCT02477800	alz	inclusion	A Clinical Dementia Rating (CDR)-Global Score of 0.5.
NCT02477800	alz	inclusion	Objective evidence of cognitive impairment at screening
NCT02477800	alz	inclusion	An MMSE score between 24 and 30 (inclusive)
NCT02498613	bc	inclusion	Life expectancy of >= 4 months
NCT02498613	bc	inclusion	Hemoglobin > 9 g/dL
NCT02498613	bc	inclusion	Leukocytes >= 3,000/mcL
NCT02498613	bc	inclusion	Absolute neutrophil count >= 1,500/mcL
NCT02498613	bc	inclusion	Platelets >= 100,000/mcL
NCT02498613	bc	inclusion	Patients must have histologically confirmed, metastatic or unresectable malignancy of the following types: (a) non-small cell lung cancer (NSCLC), (b) triple-negative breast cancer (TNBC; defined by estrogen receptor [ER] < 1%, progesterone receptor [PR] < 1% and HER2 1+ or less by immunohistochemistry [IHC]; if HER-2 expression is 2+, a negative fluorescence in situ hybridization [FISH] testing is required) (c) pancreatic adenocarcinoma (PDAC), or (d) small cell lung cancer (SCLC)
NCT02498613	bc	inclusion	Must have received at least one line of standard systemic treatment for locally advanced or metastatic disease setting of the respective tumor type; for NSCLC, it is either PD-1/PD-L1 inhibitor, or platinum-containing chemotherapy, or an EGFR tyrosine kinase inhibitor or an ALK inhibitor if sensitizing mutation present; TNBC: platinum-containing chemotherapy; PDAC: fluorouracil (5-FU-), gemcitabine-, or taxane-containing chemotherapy either with or without radiation therapy; SCLC: platinum-containing chemotherapy for limited or extensive stage disease
NCT02498613	bc	inclusion	Patients must have measurable disease by Response Evaluation Criteria in Solid Tumors (RECIST) version (v)1.1
NCT02498613	bc	inclusion	Toxicities of prior therapy (except alopecia) should be resolved to =< grade 1 as per National Cancer Institute (NCI)-Common Terminology Criteria for Adverse Events (CTCAE) version (v)5.0; patients with long-standing stable grade 2 neuropathy may be considered after discussion with the study principal investigator (PI)
NCT02498613	bc	inclusion	Eastern Cooperative Oncology Group (ECOG) performance status 0, 1 or 2 (Karnofsky >= 50%)
NCT02498613	bc	inclusion	Adequately controlled thyroid function, with no symptoms of thyroid dysfunction; elevated thyroid stimulating hormone (TSH) with normal T3 and T4 are allowed; patients on thyroid replacement therapy are allowed
NCT02498613	bc	inclusion	Adequately controlled blood pressure (BP) < 140 mmHg (systolic) and < 90 mmHg (diastolic) taken in the clinic setting by a medical professional within 2 weeks prior to starting study; patients with hypertension may be managed with up to a maximum of 3 antihypertensive medications; patients who are on 3 antihypertensive medications are highly recommended to be followed by a cardiologist or blood pressure specialist for management of BP while on protocol
NCT02498613	bc	inclusion	Patients who have the following risk factors are considered to be at increased risk for cardiac toxicities, and must have documented left ventricular ejection fraction (LVEF) by echocardiogram greater than institution's lower limit of normal (or 55% if threshold for normal not otherwise specified by institutional guidelines) obtained within 3 months
NCT02498613	bc	inclusion	Prior treatment with anthracyclines
NCT02498613	bc	inclusion	Prior treatment with trastuzumab
NCT02498613	bc	inclusion	Total bilirubin =< 1.5 x the institutional upper limit of normal (ULN)
NCT02498613	bc	inclusion	Aspartate aminotransferase (AST) (serum glutamic oxaloacetic transaminase [SGOT])/alanine aminotransferase (ALT) (serum glutamate pyruvate transaminase [SGPT]) =< 2.5 x institutional ULN
NCT02498613	bc	inclusion	Creatinine =< 1.5 x ULN OR
NCT02498613	bc	inclusion	Creatinine clearance >= 45 mL/min/1.73 m^2 for patients with creatinine levels above institutional normal; the creatinine clearance is calculated using Cockcroft-Gault formula
NCT02498613	bc	inclusion	A urine protein: creatinine ratio of < 1 or < 1 g protein on 24-hour urine collection
NCT02498613	bc	inclusion	International normalized ration (INR) within 1.25 x ULN institutional limits, except where a lupus anti-coagulant has been confirmed
NCT02498613	bc	inclusion	Activated partial thromboplastin time (aPTT) within 1.25 x ULN institutional limits, except where a lupus anti-coagulant has been confirmed
NCT02498613	bc	inclusion	Patients must be able to tolerate oral medications and not have gastrointestinal illnesses that would preclude absorption of cediranib or olaparib
NCT02498613	bc	exclusion	Patients with untreated brain metastases, spinal cord compression, or evidence of symptomatic brain metastases or leptomeningeal disease as noted on computed tomography (CT) or magnetic resonance imaging (MRI) scans should be excluded from this clinical trial, since neurologic dysfunction may confound the evaluation of neurologic and other adverse events (AEs); screening brain MRI (or CT if MRI contraindicated) will be required for patients with recurrent NSCLC, TNBC, or SCLC; brain MRI (or CT if MRI contraindicated) is required for PDAC if clinically suspected by patient's symptoms or neurological exam; should patient found to have brain metastasis, treatment of brain metastasis must precede the participation in this study; for patients with known and treated brain metastases is allowed in this study if they fulfill the following criteria:
NCT02498613	bc	exclusion	The lesions have improved or remained stable radiographically and clinically for at least 6 weeks after completion of brain irradiation or stereotactic brain radiosurgery and off steroids for at least 6 weeks
NCT02498613	bc	exclusion	Patients who have received prior inhibitor of VEGF signaling and a poly (ADP-ribose) polymerases (PARP) inhibitor administered in combination; unless administered in combination, patients who received a prior PARP inhibitor or a prior VEGF-signaling inhibitor agent are allowed after discussing with the PI
NCT02498613	bc	exclusion	History of allergic reactions attributed to compounds of similar chemical or biologic composition to cediranib or olaparib
NCT02498613	bc	exclusion	Participants receiving any medications or substances that are strong inhibitors or inducers of cytochrome P450, family 3, subfamily A, polypeptide 4 (CYP3A4) are ineligible; dihydropyridine calcium-channel blockers are permitted for management of hypertension
NCT02498613	bc	exclusion	Current use of natural herbal products or other complementary alternative medications (CAM) or "folk remedies"
NCT02498613	bc	exclusion	Patients with concomitant or prior invasive malignancies within the past 3 years; subjects with treated limited stage basal cell or squamous cell carcinoma of the skin or carcinoma in situ of the breast or cervix are eligible
NCT02498613	bc	exclusion	Uncontrolled intercurrent illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia, or psychiatric illness/social situations that would limit compliance with study requirements
NCT02498613	bc	exclusion	History of myocardial infarction within 6 months prior to registration
NCT02498613	bc	exclusion	History of stroke or transient ischemic attack within 6 months prior to registration
NCT02498613	bc	exclusion	NYHA classification of III or IV
NCT02498613	bc	exclusion	Current cardiac arrhythmia requiring concurrent use of anti-arrhythmic drugs
NCT02498613	bc	exclusion	History of hypertensive crisis or hypertensive encephalopathy within 3 years prior to registration
NCT02498613	bc	exclusion	Clinically significant peripheral vascular disease or abdominal aortic aneurysm (> 5 cm) or aortic dissection; if known history of abdominal aortic aneurysm with >= 4 cm in diameter, all of the following must be met:
NCT02498613	bc	exclusion	An ultrasound (US) within the last 6 months prior to registration will be required to document that it is =< 5 cm
NCT02498613	bc	exclusion	Patient must be asymptomatic from the aneurysm
NCT02498613	bc	exclusion	Blood pressure must be well controlled as defined in this protocol
NCT02498613	bc	exclusion	A major surgical procedure, open biopsy, or significant traumatic injury within 28 days prior to starting cediranib (percutaneous/endobronchial biopsies are allowed)
NCT02498613	bc	exclusion	History of bowel obstruction within 1 month prior to starting study drugs
NCT02498613	bc	exclusion	History of hemoptysis or any significant bleeding within the last 1 month prior to enrollment
NCT02498613	bc	exclusion	Presence of cavitation of central pulmonary lesion
NCT02498613	bc	exclusion	History of abdominal fistula, intra-abdominal abscess, or gastrointestinal perforation within the 3 months prior to enrollment
NCT02498613	bc	exclusion	Patients may not have current dependency on intravenous (IV) hydration or total parenteral nutrition (TPN)
NCT02498613	bc	exclusion	Patients may not have evidence of coagulopathy or bleeding diathesis; therapeutic anticoagulation for prior thromboembolic events is permitted; the clinical indication for therapeutic anticoagulation must be clearly documented prior to enrollment and must be discussed with the P.I.; given the increases risk of serious bleeding from cediranib, patients who are on greater than or equal to 2 anti-thrombotic agents, including but not limited to anti-platelet agents (non-steroidal anti-inflammatory drugs [NSAIDs]/aspirin, clopidogrel), heparin, low molecular weight heparin (LMWH), warfarin, and a direct thrombin inhibitor, will be excluded
NCT02498613	bc	exclusion	Patients may not have features suggestive of myelodysplastic syndrome (MDS) or acute myelogenous leukemia (AML) on peripheral blood smear or bone marrow biopsy, if clinically indicated
NCT02498613	bc	exclusion	Pregnant women are excluded from this study because olaparib and cediranib have the potential for teratogenic or abortifacient effects; due to the fact that there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with olaparib and cediranib, breastfeeding should be discontinued if the mother is treated with cediranib and olaparib
NCT02498613	bc	exclusion	Human immunodeficiency virus (HIV)-positive patients on combination antiretroviral therapy are ineligible because of the potential for pharmacokinetic interactions with cediranib or olaparib; appropriate studies will be undertaken in patients receiving combination antiretroviral therapy when indicated; HIV-positive patients with undetectable viral loads and CD4 counts > 300, and not on any antiretroviral therapy may be allowed after discussing with the principle investigator
NCT02498613	bc	exclusion	Any condition that, in the opinion of the treating investigator would interfere with evaluation of the investigational product or interpretation of subject safety or study results
NCT02498613	bc	inclusion	The effects of cediranib and olaparib on the developing human fetus are unknown; for this reason, women of child-bearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry and for the duration of study participation; should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately; men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and for 4 months after completion of cediranib and olaparib administration
NCT02498613	bc	inclusion	A New York Heart Association (NYHA) classification of II controlled with treatment
NCT02498613	bc	inclusion	Prior central thoracic radiation therapy (RT), including RT to the heart
NCT02498613	bc	inclusion	History of myocardial infarction within 12 months (patients with history of myocardial infarction within 6 months are excluded from the study)
NCT02498613	bc	inclusion	Ability to understand and the willingness to sign a written informed consent document
NCT02498613	bc	exclusion	Patients who have had chemotherapy or RT within 3 weeks prior to start of the study agents, or those who have not recovered from adverse events due to agents administered more than 3 weeks earlier
NCT02498613	bc	exclusion	Patients should not have received any other investigational agents within the past 4 weeks
NCT02499367	bc	exclusion	positive test for hepatitis B surface virus surface antigen (HBsAg) or hepatitis
NCT02499367	bc	exclusion	prior treatment with an anti-PD-1, anti-PD-L1, anti-PD-L2, or anti-CTLA-4 antibody
NCT02499367	bc	exclusion	live vaccine within 30 days of planned start of study therapy.
NCT02499367	bc	exclusion	active other cancer
NCT02499367	bc	inclusion	Adequate hepatic function
NCT02499367	bc	exclusion	history of uncontrolled serious medical or psychiatric illness
NCT02499367	bc	exclusion	any psychological, familial, sociological or geographical condition potentially hampering compliance with the study protocol and follow-up schedule
NCT02499367	bc	exclusion	current pregnancy or breastfeeding.
NCT02499367	bc	inclusion	Metastatic triple negative breast cancer with confirmation of Estrogen Receptor (ER) and HER2 negativity on a histological biopsy of a metastatic lesion
NCT02499367	bc	inclusion	18 years or older
NCT02499367	bc	inclusion	Metastatic lesion accessible for histological biopsy (Mandatory biopsies: pre-induction treatment, post-induction treatment, 6-weeks. Optional biopsies: 12-weeks, at progression, of irradiated site). The pre-induction treatment biopsy has to contain sufficient tumor content (≥100 tumor cells); subjects with samples that have insufficient tumor content will require re-biopsy prior to induction treatment. Interval between last treatment and pre-induction biopsy has to be at least 14 days
NCT02499367	bc	inclusion	One, two or three line(s) of chemotherapy for metastatic disease and with progression of disease on last treatment regimen
NCT02499367	bc	inclusion	Evaluable disease according to RECIST 1.1
NCT02499367	bc	inclusion	Metastatic lesion accessible for radiation with 1x20 Gray or 3x8 Gray
NCT02499367	bc	inclusion	Subjects with brain metastases are eligible if these are not symptomatic. Subjects who received prior treatment for brain metastases should be free of progression on magnetic resonance imaging (MRI) for at least 4 weeks after treatment is completed and prior to first dose of study drug administration. There must also be no requirement for immunosuppressive doses of systemic corticosteroids (> 10 mg/day prednisone equivalents) for at least 2 weeks prior to study drug administration.
NCT02499367	bc	inclusion	WHO performance status of 0 or 1
NCT02499367	bc	inclusion	Adequate bone marrow function
NCT02499367	bc	exclusion	known history of leptomeningeal disease localization
NCT02499367	bc	inclusion	Adequate renal function
NCT02499367	bc	inclusion	Signed written informed consent
NCT02499367	bc	exclusion	Uncontrolled intercurrent illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris.
NCT02499367	bc	exclusion	history of having received other anticancer therapies within 2 weeks of start of the study drug
NCT02499367	bc	exclusion	history of immunodeficiency, autoimmune disease, conditions requiring immunosuppression (>10 mgl daily prednisone equivalents) or chronic infections.
NCT02530138	fl	inclusion	Body Mass Index (BMI) below 25
NCT02530138	fl	inclusion	Age of 18 to 70 years
NCT02530138	fl	exclusion	Taking any kind of antibiotics two weeks before recruitment
NCT02530138	fl	inclusion	Serum alaninaminotransferase more than 1.5 fold of upper limit of normal range
NCT02530138	fl	inclusion	Sonographic findings compatible with hepatic steatosis (degree 2 or more)
NCT02530138	fl	exclusion	Diabetes
NCT02530138	fl	exclusion	Other liver disease (viral/etc)
NCT02530138	fl	exclusion	History of alcohol consumption
NCT02530138	fl	exclusion	pregnancy or lactation
NCT02530138	fl	exclusion	Professional athletes
NCT02530138	fl	exclusion	A history of Hypertension, Cardiovascular disease, Pulmonary disease, Renal disease & Celiac disease; Cirrhosis
NCT02530138	fl	exclusion	History of Upper GI surgery / Prior surgical procedures such as jejunoileal or jejunocolic bypass, gastroplasty
NCT02530138	fl	exclusion	Following program to lose weight in recent 3 mo
NCT02530138	fl	exclusion	A history of hypothyroidism or Cushing's syndrome
NCT02530138	fl	exclusion	Use of drugs such as calcium channel blockers, high dose synthetic estrogens, methotrexate , amiodarone, steroids, chloroquine, immunosuppressive drugs, lipid-lowering agents, metformin and vitamin E
NCT02530489	bc	inclusion	1. Signed written informed consent 2. Histologically confirmed primary invasive adenocarcinoma of the breast with the size of the primary tumor being at least 1.5 cm, or at least 1 biopsy confirmed involved lymph node >1.5 cm, on imaging by either mammography, ultrasound or breast MRI. 3. ER and PR expression both <10% by immunohistochemistry (IHC) and HER2 negative or non-amplified as determined by the current ASCO-CAP criteria which are as follows: HER2 testing by IHC as 0 or 1+. If HER2 is 2+, ISH (in situ hybridization) must be performed. HER2 is positive for gene amplification if: - IHC 3+ based on circumferential membrane staining that is complete, intense - ISH positive based on: Single-probe average HER2 copy number >/= 6.0 signals/cell. Dual-probe HER2/CEP17 ratio >/= 2.0;c,e with an average HER2 copy number >/=4.0 signals/cell Dual-probe HER2/CEP17 ratio >/= 2.0;c,e with an average HER2 copy number <4.0 signals/cell Dual-probe HER2/CEP17 ratio < 2.0;c,e with an average HER2 copy number >/= 6.0 signals/cell 4. No prior treatment for primary invasive adenocarcinoma of the breast such as irradiation, chemotherapy, hormonal therapy, immunotherapy, investigational therapy or surgery other than the anthracycline and cyclophosphamide chemotherapy with or without 5-fluorouracil. Treatment for ductal carcinoma in situ is allowed, such as surgery, hormonal therapy and radiotherapy 5. ECOG performance status of 0-1 6. Baseline MUGA or echocardiogram scans with LVEF of > 50% 7. Patient must have adequate organ function as determined by the following laboratory values: • ANC >/= 1500 cells/uL • WBC counts > 2500/uL • Lymphocyte count >/= 300/uL • Platelet count >/=100,000/uL; • Hemoglobin >/= 9.0 g/dL • Total bilirubin </= 1.5 x upper limit of normal (ULN) with the following exception: Patients with known Gilbert disease who have serum bilirubin level </= 3 x ULN may be enrolled. • AST and ALT </= 3.0 x ULN • Alkaline phosphatase </= 2.5 x ULN 8. Continued from #7: • Serum creatinine </= 1.5 x ULN or creatinine clearance >/= 50 mL/min on the basis of the Cockcroft-Gault glomerular filtration rate estimation: (140 - age) x (weight in kg) x (0.85 if female)/ 72 x (serum creatinine in mg/dL) • INR and aPTT </= 1.5 x ULN. This applies only to patients who do not receive therapeutic anticoagulation; patients receiving therapeutic anticoagulation (such as low-molecular-weight heparin or warfarin) should be on a stable dose 9. Men or women 18 years of age or older 10. Women of childbearing potential must be using an adequate method of contraception to avoid pregnancy throughout the study and for up to 6 months after the last dose of investigational product in such a manner that the risk of pregnancy is minimized. Men on study and for at least 6 months after the last dose of nab-paclitaxel also must be using contraception. Women of childbearing potential (WOCBP) are women who have not been postmenopausal greater than 1 year or undergone a hysterectomy and/or bilateral oophorectomy. 11. Negative serum or urine pregnancy test for women within 72 hours of receiving the first dose of the study medication for women of childbearing potential 12. Classified as having insufficient tumor shrinkage by imaging (<80% shrinkage after 4 cycles of anthracycline-based chemotherapy based upon diagnostic imaging).
