nct_id	disease	type	txt
NCT02370238	bc	exclusion	G>1 pre-existing peripheral neuropathy
NCT02370238	bc	exclusion	Neurological or psychiatric disorders which may influence understanding of study and informed consent procedures.
NCT02370238	bc	exclusion	medications belonging to the class of sulfonamides, with the exception of sulfanilamides (e.g., sulfamethoxazole).
NCT02370238	bc	inclusion	No history or evidence by CT scan or MRI, of brain metastases or leptomeningeal disease.
NCT02370238	bc	exclusion	Active or uncontrolled infection.
NCT02378259	fl	inclusion	Failed comprehensive treatment for obesity > 1 year
NCT02378259	fl	inclusion	Tanner 3 or more
NCT02378259	fl	exclusion	Not eligible for general anesthesia
NCT02378259	fl	exclusion	Previous major gastrointestinal surgery
NCT02378259	fl	inclusion	Passing assessment of psychologist
NCT02378259	fl	inclusion	BMI >35
NCT02378259	fl	exclusion	Monogenic obesity (for example Praeder Willis, Laurence Moon-Bardet-Biedl)
NCT02378259	fl	exclusion	Severely mentally disabled
NCT02378259	fl	inclusion	Age 13-15 years
NCT02378259	fl	exclusion	Psychotic or other major psychiatric illness
NCT02378259	fl	exclusion	Obesity secondary to brain injury
NCT02389413	alz	exclusion	Atypical clinical presentations of MCI due to AD or mild dementia due to AD, such as the visual variant of AD (including posterior cortical atrophy) or the language variant (including logopenic aphasia).
NCT02389413	alz	exclusion	Clinically important infection within 30 days prior to screening e.g. chronic persistent or acute infection, such as bronchitis or urinary tract infection.
NCT02389413	alz	inclusion	Male or surgically sterile or postmenopausal female aged ≥ 50 to ≤ 89 years. Male subjects with childbearing potential partners are willing to and should use condoms during treatment and until 28 days of the last dose of study medication.
NCT02389413	alz	exclusion	Significant neurologic disease, other than AD, that may affect cognition.
NCT02389413	alz	inclusion	Diagnosis of MCI due to AD or mild dementia due to AD with amnestic presentation, according to AA-NIA (Alzheimer's Association (AA) and the National Institute on (Aging NIA) criteria [Albert et al 2011; McKhann et al 2011]
NCT02389413	alz	exclusion	Concomitant treatment with St. John's Wort (a wash out phase of at least two weeks prior to baseline is required).
NCT02389413	alz	inclusion	Screening CSF sample with an A-beta 42 concentration of less than 638 ng/L AND p-tau > 52 ng/L, as assessed by central laboratory.
NCT02389413	alz	exclusion	Treatment with Souvenaid, except if the use of Souvenaid was discontinued at least two months prior to baseline, or if the subject is on stable dose for at least six months prior to baseline and is willing to continue the use of Souvenaid during the study on the same dose and frequency.
NCT02389413	alz	exclusion	Other clinically important diseases or conditions or abnormalities of vital signs, physical examination, neurologic examination, laboratory results, or electrocardiogram (ECG) examination (e.g. atrial fibrillation) that could compromise the study or the safety of the subject.
NCT02389413	alz	inclusion	Signed and dated written informed consent
NCT02389413	alz	exclusion	Severe hepatic failure (Child-Pugh C) OR kidney failure (creatinine clearance (eGFR) ≤ 30 ml/min/1.73m2) OR serum creatinine above 1.5 fold of ULN OR AST or ALT above 3 fold of ULN at screening.´
NCT02389413	alz	inclusion	Treatment naïve, this means not having received any prior established specific treatment for MCI due to AD or mild dementia due to AD including no (prior) use of an acetylcholinesterase inhibitor or memantine. A maximum of two months of prior cumulative treatment with an acetylcholinesterase inhibitor or memantine is allowed if the acetylcholinesterase inhibitor or memantine was discontinued due to intolerance, and if this was done at least two months prior to baseline. Use of Souvenaid will be allowed if Souvenaid was discontinued at least twomonths prior to baseline, or if the subject is on stable dose for at least six months prior to baseline and is willing to continue during the study on the same dose and frequency.
NCT02389413	alz	inclusion	Outpatient with study partner capable of accompanying the subject on all clinic visits. In accordance to Swedish regulations availability of study partner is not applicable for Sweden. Major
NCT02389413	alz	inclusion	Mini-Mental State Examination (MMSE) score of 21 to 30 inclusive at screening
NCT02389413	alz	inclusion	A positive amyloid PET if available prior to screening.
NCT02389413	alz	exclusion	Concomitant Medication/Therapies: The following therapies are not permitted for the given intervals prior to baseline and until End-of-treatment (EOT):
NCT02389413	alz	exclusion	History of or screening visit brain MRI scan indicative of any other significant abnormality.
NCT02389413	alz	exclusion	. Current clinically important systemic illness that is likely to result in clinically relevant deterioration of the subject's condition or might affect the subject's safety during the study.
NCT02389413	alz	exclusion	Current presence of a clinically important major psychiatric disorder (e.g. major depressive disorder) as defined by DSM-5 criteria, or symptom(s) (e.g. hallucinations) that could affect the subject's ability to complete the study.
NCT02389413	alz	inclusion	Screening CSF sample with an A-beta 42 concentration of less than 638 ng/L AND total tau >375 ng/L, as assessed by central laboratory.
NCT02389413	alz	exclusion	Use of experimental medications for AD or any other investigational medications or devices for treatment of indications other than AD within 60 days prior to baseline.
NCT02389413	alz	exclusion	Any concomitant treatment which impairs cognitive function and cannot be washed out at least four weeks prior to baseline.
NCT02389413	alz	exclusion	Any known hypersensitivity to any of the excipients contained in the test article formulation.
NCT02389413	alz	inclusion	A positive amyloid PET if available prior to screening.
NCT02389413	alz	exclusion	Severe hepatic (Child-Pugh C) and/or kidney failure (creatinine clearance (estimated Glomerular Filtration Rate - eGFR) ≤ 30 ml/min/1.73m2) and/or serum creatinine above 1.5 fold of Upper Limit Normal (ULN) and/or Alanine-Amino Transferase (AST) or Asparagine-Amino Transferase (ALT) above 3 fold ULN at baseline.
NCT02389413	alz	inclusion	 A positive AD signature showing one of the following (either a, b, c, OR d):
NCT02389413	alz	exclusion	Concomitant disorders:
NCT02389413	alz	inclusion	Tau/A-beta ratio > 0.52, as assessed by central laboratory.
NCT02406027	alz	exclusion	Any condition or situation which, in the opinion of the Investigator, may put the participant at significant risk, may confound the study results, or may interfere significantly with participant's participation in the study
NCT02406027	alz	exclusion	The use of concomitant medications known to prolong the QT/QTc interval
NCT02406027	alz	inclusion	Participants in the early Alzheimer's disease (AD) spectrum at time of enrollment under the parent protocol and according to its inclusion and exclusion criteria, must have very recently completed their treatment in a Phase 1b or Phase 2 JNJ-54861911 clinical study (example [e.g.], 54861911ALZ2002) under the parent protocol. Enrollment in this study should be completed (Day 1 of double-blind [DB] treatment phase) as soon as possible, but within 6 weeks, following completion of their treatment period under the parent protocol. If not defined under the parent protocol, completion of the treatment period is defined as having completed all study related procedures of the last visit of the treatment period under the parent protocol. A screening phase of up to 12 weeks may be allowed following written approval of the Sponsor
NCT02406027	alz	inclusion	Participants must have a reliable informant (relative, partner, or friend). The informant must be willing to participate as a source of information and has at least weekly contact with the participant (contact can be in-person, via telephone or other audio/visual communication). The informant must have sufficient contact such that the Investigator feels he/she can provide meaningful information about the participant's daily function. If possible, an alternate informant meeting these criteria who can replace the primary informant should be identified prior to randomization
NCT02406027	alz	inclusion	Participant must be willing and able to adhere to the prohibitions and restrictions specified in this protocol
NCT02406027	alz	inclusion	Each Participants (or their legally acceptable representative and caregiver depending on disease state and local requirements) must sign an informed consent form (ICF) indicating that he or she understands the purpose of and procedures required for the study and are willing to participate in the study
NCT02406027	alz	exclusion	Participant has a history of moderate or severe hepatic impairment or severe renal insufficiency unless completely resolved for more than a year. Participant has clinically significant ongoing hepatic, renal, cardiac, vascular, pulmonary, gastrointestinal, endocrine, hematologic, rheumatologic, psychiatric or metabolic conditions (e.g., requiring frequent monitoring or medication adjustments or is otherwise unstable)
NCT02413320	bc	inclusion	Adequate organ and marrow function as defined below:
NCT02413320	bc	exclusion	Current or anticipated use of other investigational agents
NCT02413320	bc	exclusion	Ejection Fraction <50% on ECHO or MUGA
NCT02413320	bc	inclusion	Female subjects age 18 - 70 years
NCT02413320	bc	inclusion	Neuropathy: No baseline neuropathy grade > 2
NCT02413320	bc	inclusion	Total bilirubin ≤ 1.5mg/dL
NCT02413320	bc	inclusion	Serum albumin ≥ 3.0 g/dL
NCT02413320	bc	exclusion	Subject has received chemotherapy, radiotherapy or surgery for the treatment of breast cancer
NCT02413320	bc	inclusion	Subjects should have breast and axillary imaging with breast MRI or breast and axillary ultrasound within 4 weeks prior to treatment initiation
NCT02413320	bc	inclusion	Subjects should have LVEF ≥ 50% by echocardiogram or MUGA scan performed within 4 weeks prior to treatment initiation
NCT02413320	bc	exclusion	Cardiac function: Subjects with congestive heart failure, myocardial infarction, unstable angina pectoris, an arterial thrombotic event, stroke or transient ischemia attack within the past 12 months, uncontrolled hypertension (Systolic BP>160 or Diastolic BP>90), uncontrolled or symptomatic arrhythmia, or grade ≥ 2 peripheral vascular disease
NCT02413320	bc	exclusion	Subjects with concomitant or previous malignancies within the last 5 years. Exceptions include: adequately treated basal or squamous cell carcinoma of the skin, carcinoma in situ of the cervix, and ductal carcinoma in situ (DCIS).
NCT02413320	bc	inclusion	Leukocytes ≥ 3,000/uL
NCT02413320	bc	inclusion	Women of child-bearing potential must agree to use adequate contraception
NCT02413320	bc	inclusion	ECOG Performance Status of 0-1
NCT02413320	bc	inclusion	Staging to rule out metastatic disease is recommended for subjects with clinical stage III disease
NCT02413320	bc	inclusion	Subjects must be already enrolled in P.R.O.G.E.C.T observational registry
NCT02413320	bc	inclusion	Subjects with clinically/radiologically abnormal axillary lymph nodes should have pathological confirmation of disease with image guided biopsy/fine needle aspiration.
NCT02413320	bc	inclusion	AST(SGOT)/ALT(SPGT) ≤ 2 x institutional upper limit of normal
NCT02413320	bc	inclusion	No prior chemotherapy, endocrine therapy or radiation therapy with therapeutic intent for this cancer
NCT02413320	bc	inclusion	HER- 2 negativity will be based on the current ASCO-CAP guidelines for HER testing
NCT02413320	bc	inclusion	The invasive tumor must be hormone receptor-poor, defined as both estrogen receptor and progesterone receptor staining present in ≤ 10% of invasive cancer cells by Immunohistochemistry.
NCT02413320	bc	inclusion	Pretreatment lab values must be performed within 14 days of treatment initiation, and other baseline studies performed within 30 days prior to registration
NCT02413320	bc	inclusion	Absolute neutrophil count ≥ 1500/uL
NCT02413320	bc	inclusion	Subjects with bilateral disease are eligible if they meet other eligibility criteria.
NCT02413320	bc	exclusion	Subject with metastatic disease
NCT02413320	bc	exclusion	Subject is pregnant or nursing
NCT02413320	bc	exclusion	Uncontrolled intercurrent illness including, but not limited to ongoing or active infection or psychiatric illness/social situations that would limit compliance with study requirements
NCT02413320	bc	inclusion	Platelets ≥ 100,000/uL
NCT02413320	bc	inclusion	Patients with newly diagnosed stage I (T>1cm), II or III triple negative breast cancer who have not had definitive breast surgery or received systemic chemotherapy
NCT02413320	bc	inclusion	Creatinine ≤ 1.5mg/dl and/or Creatinine Clearance ≥ 60mL/min
NCT02413320	bc	exclusion	History of allergic reactions to compounds of similar chemical or biologic composition to carboplatin, docetaxel, doxorubicin, cyclophosphamide, paclitaxel, or other agents used in the study
NCT02413320	bc	exclusion	Subjects with inflammatory breast cancer
NCT02414282	alz	inclusion	Clinical diagnosis of PPCD.
NCT02414282	alz	inclusion	Participant is able and willing to undergo testing (MRI or CT, PET, radioactive tracer injection, LP; for those unable to undergo an MRI, CT will be used to generate regions-of-interest).
NCT02414282	alz	inclusion	Male or female participants, at least 45 years of age.
NCT02414282	alz	inclusion	Pre-menopausal women will have a negative urine pregnancy test within 24 hours of T807 drug administration.
NCT02414282	alz	inclusion	Pre-menopausal women will have a negative urine pregnancy test within 24 hours of T807 drug administration.
NCT02414282	alz	exclusion	Has hypersensitivity to F 18 T807 or any of its excipients.
NCT02414282	alz	exclusion	Severe claustrophobia.
NCT02414282	alz	exclusion	Has a high risk for Torsades de Pointes or is taking medications known to prolong QT interval.
NCT02414282	alz	exclusion	Is deemed likely unable to perform the imaging procedures for any reason.
NCT02414282	alz	exclusion	Currently pregnant or breast-feeding.
NCT02414282	alz	exclusion	Contraindications to PET, PET-CT or MR (e.g. electronic medical devices, inability to lie still for long periods) that make it unsafe for the individual to participate.
NCT02414282	alz	exclusion	Has any condition that, in the Investigator's opinion, could increase risk to the participant, limit the participant's ability to tolerate the experimental procedures, or interfere with the collection/analysis of the data (for example, participants with severe chronic back pain might not be able to lie still during the scanning procedures).
NCT02414282	alz	exclusion	For those electing to undergo the optional lumbar puncture: on anticoagulant of any form prior to lumbar puncture.
NCT02414282	alz	exclusion	For those electing to undergo the optional lumbar puncture: on anticoagulant of any form prior to lumbar puncture.
NCT02414347	alz	exclusion	Contraindications to PET, PET-CT or MR (e.g. electronic medical devices, inability to lie still for long periods) that make it unsafe for the individual to participate.
NCT02414347	alz	exclusion	For those electing to undergo the optional lumbar puncture: currently on anticoagulant of any form -
NCT02414347	alz	exclusion	Currently pregnant or breast-feeding.
NCT02414347	alz	exclusion	Has a high risk for Torsades de Pointes or is taking medications known to prolong QT interval.
NCT02414347	alz	exclusion	Severe claustrophobia.
NCT02414347	alz	inclusion	Pre-menopausal women will undergo a urine pregnancy test within 24 hours of drug administration.
NCT02414347	alz	exclusion	Is deemed likely unable to perform the imaging procedures for any reason.
NCT02414347	alz	exclusion	Has hypersensitivity to F 18 T807 or any of its excipients.
NCT02414347	alz	exclusion	Has any condition that, in the Investigator's opinion, could increase risk to the participant, limit the participant's ability to tolerate the experimental procedures, or interfere with the collection/analysis of the data (for example, participants with severe chronic back pain might not be able to lie still during the scanning procedures).
NCT02414347	alz	exclusion	For those electing to undergo the optional lumbar puncture: currently on anticoagulant of any form -
NCT02414347	alz	inclusion	Participant is able and willing to undergo testing (MRI or CT, PET, radioactive tracer injection, LP; for those unable to undergo an MRI, CT will be used to generate regions-of-interest).
NCT02414347	alz	inclusion	Cognitively normal, or with mild dementia, as assessed clinically
NCT02414347	alz	inclusion	Male or female participants, at least 18 years of age.
NCT02414347	alz	inclusion	Pre-menopausal women will undergo a urine pregnancy test within 24 hours of drug administration.
NCT02434666	alz	exclusion	Any other clinically relevant acute or chronic diseases which could interfere with patients' safety during the trial, or expose them to undue risk, or which could interfere with study objectives.
NCT02434666	alz	exclusion	Patients considered unlikely to co-operate in the study, and/or poor compliance anticipated by the investigator.
NCT02434666	alz	exclusion	ECG findings of: Complete Left Bundle Branch Block; Ventricular pacing; 2nd degree or 3rd degree AV block; Atrial fibrillation or atrial flutter; HR <45 or >100; PR >220 msec; or QTcF >450 msec in male, >470 msec in female
NCT02434666	alz	exclusion	Renal and hepatic dysfunction with: Total Bilirubin: >1.5 x UNL AST: >2.5 x UNL ALT: >2.5 x UNL Serum Creatinine: >1.5 x UNL Creatinine Clearance: <30 mL/min (calculated by Cockcroft and Gault equation)
NCT02434666	alz	exclusion	Any other clinically relevant acute or chronic diseases which could interfere with patients' safety during the trial, or expose them to undue risk, or which could interfere with study objectives.
NCT02434666	alz	inclusion	Have safely completed 12 week maintenance phase of CPC-001-07 study.
NCT02434666	alz	inclusion	Have safely completed 12 week maintenance phase of CPC-001-07 study.
NCT02434666	alz	exclusion	History or presence of myasthenia.
NCT02434666	alz	inclusion	Have signed an Institutional Review Board (IRB) approved informed consent document indicating that they understand the purpose of and procedures required by the study and are willing to participate in the study and comply with all study procedures and restrictions. Informed consent must be obtained from the patient and/or a designated representative prior to initiating any procedures of the study.
NCT02435680	bc	exclusion	Chemotherapy, biologic therapy (antibodies and biologically targeted small molecules)
NCT02435680	bc	exclusion	Patients receiving concomitant immunosuppressive agents or chronic corticosteroids (≥10 mg of prednisone or equivalent) at the time of first study dose.
NCT02435680	bc	exclusion	Absolute Neutrophil Count (ANC) < 1.5x109/L
NCT02435680	bc	exclusion	Hemoglobin < 9 g/dL
NCT02435680	bc	exclusion	Radiotherapy
NCT02435680	bc	exclusion	Patients with the following laboratory values during screening and on Day 1 predose:
NCT02435680	bc	exclusion	Known history of human immunodeficiency virus or active infection with hepatitis virus or any uncontrolled active systemic infection.
NCT02435680	bc	exclusion	Clinically significant cardiovascular disease such as uncontrolled or symptomatic arrhythmias, congestive heart failure, or myocardial infarction within 6 months of screening.
NCT02435680	bc	exclusion	Serum creatinine > 1.5 x ULN
NCT02435680	bc	exclusion	Platelets < 100x109/L
NCT02435680	bc	inclusion	Patients must have: At least one measurable lesion per RECIST 1.1. (Note: Measurable lesions include lytic or mixed (lytic + blastic) bone lesions, with an identifiable soft tissue component that meets the measurability criteria)
NCT02435680	bc	exclusion	AST/SGOT and ALT/SGPT > 3.0 x ULN
NCT02435680	bc	exclusion	Major surgery
NCT02435680	bc	exclusion	Serum total bilirubin > 1.5 x ULN
NCT02435680	bc	inclusion	Histological or cytological evidence of estrogen-receptor negative (ER-), progesterone receptor negative (PgR-) and human epidermal growth factor-2 receptor negative (HER2-) Breast Cancer by local laboratory testing, based on last available tumor tissue.
NCT02435680	bc	inclusion	A pre-treatment tumor biopsy demonstrating high TAM content as assessed per the central laboratory
NCT02435680	bc	exclusion	Prior chemotherapy for advanced BC. Previous adjuvant/neoadjuvant chemotherapy is allowed (carboplatin, cisplatin or gemcitabine only if > 12 months has passed since last administration).
NCT02435680	bc	inclusion	Adult women (≥ 18 years of age) with advanced TNBC.
NCT02435680	bc	inclusion	ER/PgR negativity to follow local guidelines
NCT02435680	bc	exclusion	Therapy for underlying malignancy within 2 weeks prior to start of study treatment:
NCT02435680	bc	inclusion	If IHC HER2 2+, a negative FISH test is required
NCT02441933	bc	exclusion	Evidence of metastatic breast cancer
NCT02441933	bc	inclusion	The patient must have undergone either a mastectomy or lumpectomy in the adjuvant group
NCT02441933	bc	inclusion	 If the lymph node is cytologically or pathologically negative, the tumor size must be >2.0 cm (* In the neoadjuvant group, if there is evidence of suspicious axillary lymph nodes at the baseline imaging study or physical examination, then FNA or core biopsy is required to confirm the nodal status)
NCT02441933	bc	inclusion	All of the following staging criteria (AJCC 7th edition) must be met:
NCT02441933	bc	exclusion	cT4 or pT4 tumors including inflammatory breast cancer
NCT02441933	bc	inclusion	ECOG 0 or 1
NCT02441933	bc	exclusion	Any prior systemic treatment for primary invasive breast cancer
NCT02441933	bc	inclusion	Female patients who are >18 years of age
NCT02441933	bc	inclusion	The tumor must have been determined to be HER2-negative, as follows:
NCT02441933	bc	inclusion	The patient must have completed one of the nodal surgery procedures listed below in the adjuvant group:
NCT02441933	bc	exclusion	Simultaneous bilateral breast cancer
NCT02441933	bc	exclusion	Pregnant or breastfeeding women
NCT02441933	bc	inclusion	All of the following staging criteria (AJCC 7th edition) must be met:
NCT02441933	bc	inclusion	IHC 2+ and ISH non-amplified, with a ratio of <2.0, and if reported, an average HER2 gene copy number of <6 signals/cell; or
NCT02441933	bc	inclusion	 ISH non-amplified without IHC
NCT02441933	bc	inclusion	The tumor must have been determined to be HER2-negative, as follows:
NCT02441933	bc	inclusion	The tumor must be invasive carcinoma of the breast on histologic examination
NCT02441933	bc	inclusion	Axillary lymphadenectomy with or without SLNB (In the neoadjuvant group, if baseline LN NAB or core biopsy is positive, ALND should be performed) 9) LVEF assessment by echocardiography or MUGA scan must be >50%, regardless of the cardiac imaging facility's lower limit of normal 10) The patient must have adequate hepatic, renal, and bone marrow function;
NCT02441933	bc	inclusion	Renal function Creatinine: ≤ 1.5 × UNL or Creatine clearance (Ccr) >50 ml/min by the Cockcroft formula
NCT02441933	bc	inclusion	The tumor must have been determined to be ER- and PR-negative, as assessed by the current ASCO/CAP guidelines.
NCT02441933	bc	inclusion	The patient must have completed one of the nodal surgery procedures listed below in the adjuvant group:
NCT02441933	bc	exclusion	Patients with second primary cancer; EXCEPTIONS: adequately treated non-melanoma skin cancer, curatively treated in situ cancer of the cervix, DCIS of the breast, thyroid cancer with a size of <2 cm (papillary, follicular, and medullary type), and other solid tumors curatively treated with no evidence of disease for >5 years prior to randomization.
NCT02441933	bc	inclusion	Lymph node-positive disease: cytologically positive in the neoadjuvant group* and pathologically positive in the adjuvant group
NCT02441933	bc	inclusion	SLNB followed by removal of additional non-sentinel LNs if the SLN is positive; or
NCT02441933	bc	inclusion	Hepatic function Total Bilirubin: ≤ 1.5 × UNL AST/ALT: ≤ 2.5 × UNL 10) Ability and willingness to comply with the study visits, treatment, testing, and with the protocol, as per investigator's judgment
NCT02441933	bc	inclusion	Sentinel lymph node biopsy (SLNB) alone: V If pathologic nodal staging based on SLNB is pN0 V If pathologic nodal staging based on SLNB is 1 or 2 positive nodes, the primary tumor must be T1 or T2 by pathologic evaluation and lumpectomy and the nodal involvement must be limited to 1 or 2 positive nodes
NCT02441933	bc	inclusion	IHC 0 or 1+; or
NCT02441933	bc	exclusion	Pregnant or breastfeeding women
NCT02441933	bc	exclusion	Patients considered a poor medical risk due to a serious, uncontrolled medical disorder or uncontrolled infection.
NCT02441933	bc	exclusion	Occult breast cancer
NCT02441933	bc	inclusion	Bone marrow function Hb: ≥ 10.0 g/dL ANC: ≥ 1,500/µL Platelet count: ≥ 10 × 10⁴/µL
NCT02442765	alz	inclusion	The diagnosis of agitation must meet the International Psychogeriatric Association (IPA) provisional definition of agitation
NCT02442765	alz	inclusion	Mini-Mental State Examination (MMSE) score is between 6 and 26 (inclusive) at screening and baseline
NCT02442765	alz	inclusion	Clinical Global Impression of Severity of Illness (CGIS) score assessing Agitation is >= 4 (moderately ill) at screening and baseline
NCT02442765	alz	exclusion	Participants with co-existent clinically significant or unstable systemic diseases that could confound the interpretation of the safety results of the study (e.g., malignancy, poorly controlled diabetes, poorly controlled hypertension, unstable pulmonary, renal or hepatic disease, unstable ischemic cardiac disease, dilated cardiomyopathy, or unstable valvular heart disease)
NCT02442765	alz	inclusion	Diagnosis of probable Alzheimer's Disease (AD) according to the 2011 National Institute on Aging-Alzheimer's Association (NIA-AA) working groups criteria
NCT02442765	alz	inclusion	The participant has clinically significant, moderate/severe agitation at the time of screening and for at least 2 weeks prior to randomization
NCT02442765	alz	inclusion	Either out patients or residents of an assisted-living facility or a skilled nursing home
NCT02442765	alz	exclusion	Participant with myasthenia gravis
NCT02442765	alz	exclusion	Participant has dementia predominantly of non-Alzheimer's type (e.g., vascular dementia, frontotemporal dementia, Parkinson's disease, substance-induced dementia)
NCT02442765	alz	inclusion	Caregiver who is able and willing to comply with all required study procedures. In order to qualify as a reliable informant (i.e., caregiver) capable of assessing changes in participant's condition during the study, the individual must spend a minimum of 2 hours per day for 4 days per week with the participant.
NCT02442778	alz	exclusion	Participant with myasthenia gravis
NCT02442778	alz	inclusion	Caregiver who is able and willing to comply with all required study procedures. In order to qualify as a reliable informant (i.e., caregiver) capable of assessing changes in participant's condition during the study, the individual must spend a minimum of 2 hours per day for 4 days per week with the participant.
NCT02442778	alz	inclusion	The diagnosis of agitation must meet the International Psychogeriatric Association (IPA) provisional definition of agitation
NCT02442778	alz	inclusion	Either out patients or residents of an assisted-living facility or a skilled nursing home
NCT02442778	alz	inclusion	Mini-Mental State Examination (MMSE) score is between 6 and 26 (inclusive) at screening and baseline
NCT02442778	alz	exclusion	Participants with co-existent clinically significant or unstable systemic diseases that could confound the interpretation of the safety results of the study (e.g., malignancy, poorly controlled diabetes, poorly controlled hypertension, unstable pulmonary, renal or hepatic disease, unstable ischemic cardiac disease, dilated cardiomyopathy, or unstable valvular heart disease)
NCT02442778	alz	exclusion	Participant has dementia predominantly of non-Alzheimer's type (e.g., vascular dementia, frontotemporal dementia, Parkinson's disease, substance-induced dementia)
NCT02442778	alz	inclusion	The participant has clinically significant, moderate/severe agitation at the time of screening and for at least 2 weeks prior to randomization
NCT02442778	alz	inclusion	Diagnosis of probable Alzheimer's Disease (AD) according to the 2011 National Institute on Aging-Alzheimer's Association (NIA-AA) working groups criteria
NCT02442778	alz	inclusion	Clinical Global Impression of Severity of Illness (CGIS) score assessing Agitation is >=4 (moderately ill) at screening and baseline
NCT02443116	fl	inclusion	Males or females, between 18 and 75 years of age, inclusive
NCT02443116	fl	exclusion	Prior liver transplantation
NCT02443116	fl	inclusion	Histologically confirmed NASH diagnosis
NCT02443116	fl	exclusion	Clinically significant acute or chronic liver disease
NCT02446132	alz	inclusion	Participants from Study 12-AVR-131 who have clinically significant, moderate/severe agitation at least 2 weeks prior to baseline
NCT02446132	alz	inclusion	Either out-patients or residents of an assisted-living facility or a skilled nursing home
NCT02446132	alz	inclusion	Participants from Study 12-AVR-131 with a Clinical Global Impression of Severity of Illness (CGIS) score assessing Agitation of ≥ 4 (moderately ill) at screening and baseline
NCT02446132	alz	inclusion	Participants from Study 12-AVR-131 with a diagnosis of probable AD according to the 2011 National Institute on Aging-Alzheimer's Association (NIA-AA) working group criteria
NCT02446132	alz	inclusion	Participants from Study 12-AVR-131 with a diagnosis of agitation that must meet the International Psychogeriatric Association (IPA) provisional definition of agitation
NCT02446132	alz	inclusion	Participant has successfully completed Studies 15-AVP-786-301, 15-AVP-786-302, or 12-AVR-131
NCT02446132	alz	exclusion	Participants who are currently using or were on NUEDEXTA® in the 2 weeks preceding baseline
NCT02446132	alz	exclusion	Participants determined to have a high imminent risk of falls during the study based on a clinical evaluation by the investigator
NCT02446132	alz	inclusion	Participants from Study 12-AVR-131 with a Mini-Mental State Examination (MMSE) score between 6 and 26 (inclusive) at screening and baseline
NCT02446132	alz	exclusion	Participants with co-existent clinically significant or unstable systemic diseases that could confound the interpretation of the safety results of the study (e.g., malignancy, poorly controlled diabetes, poorly controlled hypertension, unstable pulmonary, renal or hepatic disease, unstable ischemic cardiac disease, dilated cardiomyopathy, or unstable valvular heart disease)
NCT02466516	fl	exclusion	Cirrhosis of the liver (e.g. Brunt/Kleiner score of F4)
NCT02466516	fl	exclusion	History of liver transplantation
NCT02466516	fl	exclusion	Any history of decompensated liver disease, including ascites, hepatic encephalopathy or variceal bleeding
NCT02466516	fl	inclusion	Evidence of NASH with fibrosis on biopsy Key
NCT02466516	fl	exclusion	Other causes of liver disease including viral hepatitis and alcoholic liver disease
NCT02466516	fl	exclusion	Alcohol consumption greater than 21 oz/week for males or 14 oz/week for females (1 oz/30 mL of alcohol is present in 1 12 oz/360 mL beer, 1 4 oz/120 mL glass of wine, and a 1 oz/30 mL measure of 40% proof alcohol) Note: Other protocol defined Inclusion/Exclusion criteria may apply.
NCT02466516	fl	inclusion	Males and non-pregnant, non-lactating females
NCT02500784	alz	exclusion	Evidence of any significant clinical disorder or laboratory finding that renders the person unsuitable for receiving an investigational new drug.
NCT02500784	alz	exclusion	Known hypersensitivity or prior exposure to formoterol.
NCT02500784	alz	exclusion	Residence in a long-term care facility.
NCT02500784	alz	inclusion	MMSE 16-26.
NCT02500784	alz	exclusion	Non-AD dementia or significant neurological disease such as Parkinson's disease, stroke, brain tumor,multiple sclerosis, seizure disorder, focal brain lesion, or head injury with loss of consciousness.
NCT02500784	alz	exclusion	Active asthma or family history of asthma.
NCT02500784	alz	inclusion	Males and females between the ages of 50-85,
NCT02500784	alz	exclusion	Use of another beta2 adrenergic drug within the last 2 months.
NCT02500784	alz	inclusion	Mild-to-moderate AD (NINCDS/ADRDA criteria for probable AD will be used to establish AD diagnosis).
NCT02500784	alz	exclusion	Hypothyroidism, congestive heart failure (New York Heart Association Class III or IV), significant extrapyramidal symptoms on neurological examination, serum creatinine>1.3 mg/dl, significant arrhythmias or conduction defect abnormalities on ECG,
NCT02503501	alz	inclusion	Montreal Cognitive Assessment (MoCA) score 18-27
NCT02503501	alz	inclusion	clinical and research diagnosis of amnestic-MCI OR probable mild AD in accordance with National Institute of Neurological and Communicative Disorders and Stroke and the Alzheimer's Disease and Related Disorders Association (NINCDS-ADRDA) criteria
NCT02503501	alz	inclusion	Females at least 2 years post-menopausal or surgically sterile
NCT02503501	alz	inclusion	Hachinski Ischemia Score <4
NCT02503501	alz	inclusion	Subject is/has
NCT02503501	alz	inclusion	(and family member/caregiver) provided fully informed written consent prior to participation. In the event that subject is legally unable to provide informed written consent due to deterioration in cognitive abilities, fully informed written consent must be provided by a legally authorized representative
NCT02503501	alz	inclusion	Proficiency in speaking, reading and understanding English
NCT02503501	alz	exclusion	Subject has/have/is
NCT02503501	alz	exclusion	history of any of the following: moderate to severe pulmonary disease, poorly controlled congestive heart failure, significant cardiovascular and/or cerebrovascular events within previous 6 months, condition known to affect absorption, distribution, metabolism, or excretion of drugs such as any hepatic, renal or gastrointestinal disease or any other clinically relevant abnormality that inclusion would pose a safety risk to the subject as determined by investigator
NCT02503501	alz	exclusion	medical history and/or clinically determined disorders: current B12 deficiency, chronic sinusitis, any untreated thyroid disease, significant head trauma and history of difficulty with smell and/or taste prior to AD diagnosis
